charger_id,timestamp,energy_kwh,voltage,current,temperature,soc_percent,status,ai_status,ai_score
OVN-EV-002,2026-03-25 09:05:50.369907,10.06,410.06,32.86,33.05,30.07,Charging,Normal,-0.5266
OVN-EV-001,2026-03-25 09:05:50.982605,22.52,397.17,28.24,36.87,86.91,Charging,Normal,-0.479
OVN-EV-003,2026-03-25 09:05:53.318331,16.07,401.4,31.62,43.92,61.11,Charging,Normal,-0.4406
OVN-EV-002,2026-03-25 09:05:53.383114,20.6,460.2,90.88,82.06,72.03,ANOMALY,ANOMALY,-0.6566
OVN-EV-001,2026-03-25 09:05:53.996846,14.15,405.04,28.98,39.23,49.6,Charging,Normal,-0.4357
OVN-EV-003,2026-03-25 09:05:56.321666,23.48,384.18,33.51,30.32,64.35,Charging,Normal,-0.5137
OVN-EV-002,2026-03-25 09:05:56.373784,18.86,386.6,33.81,30.37,69.54,Charging,Normal,-0.49
OVN-EV-001,2026-03-25 09:05:57.000812,16.97,396.58,29.05,41.03,68.55,Charging,Normal,-0.4414
OVN-EV-003,2026-03-25 09:05:59.331185,13.73,417.48,28.49,38.57,50.85,Charging,Normal,-0.4744
OVN-EV-002,2026-03-25 09:05:59.384270,20.71,381.41,33.33,35.59,66.71,Charging,Normal,-0.4596
OVN-EV-001,2026-03-25 09:06:00.016781,17.49,385.28,34.93,34.49,52.38,Charging,Normal,-0.4684
OVN-EV-003,2026-03-25 09:06:02.334339,17.8,401.65,29.43,31.54,84.65,Charging,Normal,-0.4708
OVN-EV-002,2026-03-25 09:06:02.382625,20.18,385.31,33.14,39.94,31.11,Charging,Normal,-0.4601
OVN-EV-001,2026-03-25 09:06:03.037358,20.4,380.53,35.64,44.28,53.57,Charging,Normal,-0.5313
OVN-EV-003,2026-03-25 09:06:05.340305,24.51,471.8,88.01,81.75,53.47,ANOMALY,ANOMALY,-0.6642
OVN-EV-002,2026-03-25 09:06:05.373713,13.98,412.49,28.03,33.19,79.6,Charging,Normal,-0.499
OVN-EV-001,2026-03-25 09:06:06.040055,23.75,419.34,30.7,43.92,34.52,Charging,Normal,-0.5109
OVN-EV-003,2026-03-25 09:06:08.340823,12.04,400.17,30.05,36.14,55.44,Charging,Normal,-0.4418
OVN-EV-002,2026-03-25 09:06:08.373631,16.51,402.69,29.67,31.02,46.95,Charging,Normal,-0.4569
OVN-EV-001,2026-03-25 09:06:09.055071,11.94,407.75,35.14,31.13,51.79,Charging,Normal,-0.5034
OVN-EV-003,2026-03-25 09:06:11.353460,24.77,406.28,35.92,31.05,27.03,Charging,Normal,-0.5575
OVN-EV-002,2026-03-25 09:06:11.374051,19.76,404.41,35.37,33.61,68.0,Charging,Normal,-0.483
OVN-EV-001,2026-03-25 09:06:12.053511,12.74,399.04,32.05,42.02,73.99,Charging,Normal,-0.4503
OVN-EV-003,2026-03-25 09:06:14.373093,24.94,399.14,35.69,43.64,81.54,Charging,Normal,-0.5268
OVN-EV-002,2026-03-25 09:06:14.373660,16.52,400.05,31.34,41.31,46.5,Charging,Normal,-0.4343
OVN-EV-001,2026-03-25 09:06:15.055711,12.08,407.65,35.72,34.13,80.53,Charging,Normal,-0.5037
OVN-EV-003,2026-03-25 09:06:17.392139,15.31,395.52,31.88,37.09,52.25,Charging,Normal,-0.4295
OVN-EV-002,2026-03-25 09:06:17.392139,10.08,419.13,35.69,35.54,85.4,Charging,Normal,-0.5557
OVN-EV-001,2026-03-25 09:06:18.056402,20.27,403.48,35.65,34.37,45.2,Charging,Normal,-0.4826
OVN-EV-003,2026-03-25 09:06:20.388943,11.62,405.72,32.25,35.56,70.71,Charging,Normal,-0.445
OVN-EV-002,2026-03-25 09:06:20.388943,18.83,390.3,34.33,31.53,48.14,Charging,Normal,-0.4743
OVN-EV-001,2026-03-25 09:06:21.070916,14.35,397.6,31.59,33.63,54.31,Charging,Normal,-0.4367
OVN-EV-002,2026-03-25 09:06:23.399799,22.63,407.97,31.37,37.67,32.13,Charging,Normal,-0.466
OVN-EV-003,2026-03-25 09:06:23.401549,12.11,386.43,28.13,33.93,74.1,Charging,Normal,-0.501
OVN-EV-001,2026-03-25 09:06:24.064661,11.34,389.04,32.87,32.99,50.72,Charging,Normal,-0.4718
OVN-EV-002,2026-03-25 09:06:26.407729,12.59,410.95,29.14,41.11,31.27,Charging,Normal,-0.4803
OVN-EV-003,2026-03-25 09:06:26.409130,13.88,417.68,34.87,40.2,55.27,Charging,Normal,-0.4712
OVN-EV-001,2026-03-25 09:06:27.070206,24.91,410.64,33.79,38.24,24.83,Charging,Normal,-0.5238
OVN-EV-002,2026-03-25 09:06:29.424032,11.67,398.14,31.64,40.45,50.51,Charging,Normal,-0.4611
OVN-EV-003,2026-03-25 09:06:29.424032,17.85,391.98,33.29,43.44,86.13,Charging,Normal,-0.4642
OVN-EV-001,2026-03-25 09:06:30.073250,11.26,417.42,31.14,31.23,88.07,Charging,Normal,-0.5183
OVN-EV-002,2026-03-25 09:06:32.432160,19.92,417.49,28.47,30.99,51.8,Charging,Normal,-0.5013
OVN-EV-003,2026-03-25 09:06:32.432160,24.58,388.23,32.96,37.77,54.92,Charging,Normal,-0.4775
OVN-EV-001,2026-03-25 09:06:33.087361,22.96,403.97,31.56,34.33,43.43,Charging,Normal,-0.4516
OVN-EV-002,2026-03-25 09:06:35.448476,10.5,415.48,33.89,37.96,85.07,Charging,Normal,-0.4999
OVN-EV-003,2026-03-25 09:06:35.448476,22.62,416.91,34.48,32.19,89.2,Charging,Normal,-0.5257
OVN-EV-001,2026-03-25 09:06:36.088567,24.76,418.7,33.54,34.03,58.05,Charging,Normal,-0.5123
OVN-EV-002,2026-03-25 09:06:38.456253,21.67,394.02,30.28,42.59,92.03,Charging,Normal,-0.511
OVN-EV-003,2026-03-25 09:06:38.457320,13.55,418.23,33.53,37.38,66.78,Charging,Normal,-0.4526
OVN-EV-001,2026-03-25 09:06:39.105710,15.47,407.11,30.93,44.02,79.23,Charging,Normal,-0.4543
OVN-EV-002,2026-03-25 09:06:41.454645,20.08,413.84,30.28,43.12,42.49,Charging,Normal,-0.4664
OVN-EV-003,2026-03-25 09:06:41.454645,18.74,389.5,33.87,43.14,49.24,Charging,Normal,-0.4649
OVN-EV-001,2026-03-25 09:06:42.117786,19.02,417.91,35.3,41.39,42.42,Charging,Normal,-0.4904
OVN-EV-003,2026-03-25 09:06:44.466549,13.82,408.58,34.91,30.46,79.9,Charging,Normal,-0.5076
OVN-EV-002,2026-03-25 09:06:44.466549,10.97,400.56,33.13,42.21,38.76,Charging,Normal,-0.4667
OVN-EV-001,2026-03-25 09:06:45.111817,14.06,488.99,87.73,79.81,84.71,ANOMALY,ANOMALY,-0.6745
OVN-EV-003,2026-03-25 09:06:47.482180,12.8,397.08,35.77,33.71,35.53,Charging,Normal,-0.4859
OVN-EV-002,2026-03-25 09:06:47.482180,12.06,388.77,32.81,43.5,53.0,Charging,Normal,-0.4672
OVN-EV-001,2026-03-25 09:06:48.121180,14.6,390.94,35.53,44.38,24.48,Charging,Normal,-0.5092
OVN-EV-003,2026-03-25 09:06:50.493418,21.39,388.89,33.18,37.32,77.59,Charging,Normal,-0.4463
OVN-EV-002,2026-03-25 09:06:50.493418,24.16,419.99,32.43,32.72,46.68,Charging,Normal,-0.5174
OVN-EV-001,2026-03-25 09:06:51.121606,18.24,418.57,31.33,41.34,88.5,Charging,Normal,-0.4765
OVN-EV-003,2026-03-25 09:06:53.486006,20.07,410.97,30.22,37.59,55.33,Charging,Normal,-0.4315
OVN-EV-002,2026-03-25 09:06:53.517159,14.31,387.81,30.89,37.24,45.95,Charging,Normal,-0.4467
OVN-EV-001,2026-03-25 09:06:54.133327,20.15,406.39,31.29,38.58,66.89,Charging,Normal,-0.4257
OVN-EV-003,2026-03-25 09:06:56.498229,20.28,498.83,85.17,84.19,76.18,ANOMALY,ANOMALY,-0.6956
OVN-EV-002,2026-03-25 09:06:56.499238,24.88,404.93,31.5,43.91,20.41,Charging,Normal,-0.5507
OVN-EV-001,2026-03-25 09:06:57.125430,11.39,380.93,33.1,44.63,91.69,Charging,Normal,-0.5364
OVN-EV-003,2026-03-25 09:06:59.508041,16.94,398.45,33.63,35.63,23.94,Charging,Normal,-0.4602
OVN-EV-002,2026-03-25 09:06:59.508041,17.03,403.24,33.94,42.99,33.17,Charging,Normal,-0.4481
OVN-EV-001,2026-03-25 09:07:00.127778,23.07,399.62,28.06,37.37,75.91,Charging,Normal,-0.4762
OVN-EV-003,2026-03-25 09:07:02.510711,14.3,404.94,34.41,37.65,82.09,Charging,Normal,-0.4503
OVN-EV-002,2026-03-25 09:07:02.510711,12.48,401.13,29.16,33.71,27.67,Charging,Normal,-0.4797
OVN-EV-001,2026-03-25 09:07:03.126256,14.54,409.85,28.36,43.63,43.89,Charging,Normal,-0.466
OVN-EV-003,2026-03-25 09:07:05.519007,21.91,417.68,29.5,43.12,71.77,Charging,Normal,-0.4801
OVN-EV-002,2026-03-25 09:07:05.519007,10.82,399.18,33.62,38.33,39.21,Charging,Normal,-0.464
OVN-EV-001,2026-03-25 09:07:06.138315,20.11,388.27,30.5,32.46,76.52,Charging,Normal,-0.4594
OVN-EV-003,2026-03-25 09:07:08.524123,13.52,417.79,35.26,40.71,23.3,Charging,Normal,-0.5087
OVN-EV-002,2026-03-25 09:07:08.524688,14.96,394.64,31.53,30.97,54.61,Charging,Normal,-0.452
OVN-EV-001,2026-03-25 09:07:09.143462,20.01,486.8,93.07,79.59,51.06,ANOMALY,ANOMALY,-0.667
OVN-EV-003,2026-03-25 09:07:11.523750,22.21,407.07,29.11,32.54,34.3,Charging,Normal,-0.4776
OVN-EV-002,2026-03-25 09:07:11.555438,19.3,452.17,97.03,76.95,54.43,ANOMALY,ANOMALY,-0.667
OVN-EV-001,2026-03-25 09:07:12.142799,14.01,419.17,31.16,33.04,53.96,Charging,Normal,-0.4723
OVN-EV-003,2026-03-25 09:07:14.526141,15.98,403.82,33.18,30.63,21.09,Charging,Normal,-0.4802
OVN-EV-002,2026-03-25 09:07:14.557146,14.32,385.41,31.66,34.02,60.86,Charging,Normal,-0.4558
OVN-EV-001,2026-03-25 09:07:15.136212,20.77,389.36,33.85,34.01,94.61,Charging,Normal,-0.4889
OVN-EV-003,2026-03-25 09:07:17.544952,23.76,384.68,35.99,44.73,65.92,Charging,Normal,-0.5365
OVN-EV-002,2026-03-25 09:07:17.545683,12.93,401.63,30.03,44.5,49.36,Charging,Normal,-0.4531
OVN-EV-001,2026-03-25 09:07:18.152846,22.91,411.67,30.31,35.69,47.23,Charging,Normal,-0.4463
OVN-EV-003,2026-03-25 09:07:20.552366,22.69,385.76,33.42,34.05,69.78,Charging,Normal,-0.4658
OVN-EV-002,2026-03-25 09:07:20.552366,22.46,406.23,30.99,36.8,69.76,Charging,Normal,-0.4357
OVN-EV-001,2026-03-25 09:07:21.173984,23.86,381.37,30.65,43.31,39.65,Charging,Normal,-0.5033
OVN-EV-002,2026-03-25 09:07:23.558859,22.66,394.39,35.39,42.39,88.54,Charging,Normal,-0.5093
OVN-EV-003,2026-03-25 09:07:23.558859,23.41,397.84,33.64,38.31,31.76,Charging,Normal,-0.4623
OVN-EV-001,2026-03-25 09:07:24.172615,24.65,496.34,98.64,79.72,46.5,ANOMALY,ANOMALY,-0.7101
OVN-EV-002,2026-03-25 09:07:26.575336,24.41,381.64,31.2,38.92,35.44,Charging,Normal,-0.495
OVN-EV-003,2026-03-25 09:07:26.575336,14.13,389.72,33.66,35.63,51.75,Charging,Normal,-0.4442
OVN-EV-001,2026-03-25 09:07:27.177908,23.33,383.42,30.32,36.8,69.8,Charging,Normal,-0.4728
OVN-EV-002,2026-03-25 09:07:29.591919,24.96,412.53,35.38,30.82,78.33,Charging,Normal,-0.5484
OVN-EV-003,2026-03-25 09:07:29.593078,20.65,401.78,30.0,37.84,86.15,Charging,Normal,-0.4361
OVN-EV-001,2026-03-25 09:07:30.176173,24.08,412.72,31.01,33.92,61.69,Charging,Normal,-0.4749
OVN-EV-002,2026-03-25 09:07:32.601884,15.59,401.21,35.59,33.75,72.73,Charging,Normal,-0.467
OVN-EV-003,2026-03-25 09:07:32.601884,10.17,417.29,31.93,42.09,34.5,Charging,Normal,-0.5332
OVN-EV-001,2026-03-25 09:07:33.185582,20.77,396.64,31.02,32.15,23.47,Charging,Normal,-0.4727
OVN-EV-002,2026-03-25 09:07:35.607819,21.67,407.43,30.92,32.05,79.04,Charging,Normal,-0.4617
OVN-EV-003,2026-03-25 09:07:35.610864,23.5,387.24,29.67,35.53,59.29,Charging,Normal,-0.4695
OVN-EV-001,2026-03-25 09:07:36.196950,14.5,386.06,33.85,34.95,37.79,Charging,Normal,-0.445
OVN-EV-002,2026-03-25 09:07:38.629437,13.1,386.97,29.0,35.85,57.15,Charging,Normal,-0.4587
OVN-EV-003,2026-03-25 09:07:38.629437,20.17,450.69,80.6,73.89,57.64,ANOMALY,ANOMALY,-0.6615
OVN-EV-001,2026-03-25 09:07:39.199473,22.22,397.71,28.58,42.66,43.25,Charging,Normal,-0.469
OVN-EV-002,2026-03-25 09:07:41.624008,17.21,419.17,34.82,38.97,59.77,Charging,Normal,-0.4678
OVN-EV-003,2026-03-25 09:07:41.624008,15.07,387.73,32.49,42.47,83.37,Charging,Normal,-0.4404
OVN-EV-001,2026-03-25 09:07:42.208099,10.24,385.9,29.02,30.28,87.64,Charging,Normal,-0.5651
OVN-EV-003,2026-03-25 09:07:44.635155,24.65,477.97,82.67,73.5,47.8,ANOMALY,ANOMALY,-0.7013
OVN-EV-002,2026-03-25 09:07:44.635155,12.84,417.73,32.48,43.51,70.51,Charging,Normal,-0.4744
OVN-EV-001,2026-03-25 09:07:45.199860,19.91,392.7,32.44,31.45,46.25,Charging,Normal,-0.455
OVN-EV-003,2026-03-25 09:07:47.652380,22.96,394.66,30.6,30.35,52.29,Charging,Normal,-0.4922
OVN-EV-002,2026-03-25 09:07:47.652380,18.54,396.68,28.37,33.53,92.82,Charging,Normal,-0.5038
OVN-EV-001,2026-03-25 09:07:48.203315,13.68,415.78,31.45,45.0,67.3,Charging,Normal,-0.4711
OVN-EV-003,2026-03-25 09:07:50.658820,16.87,383.34,35.25,44.78,31.01,Charging,Normal,-0.5058
OVN-EV-002,2026-03-25 09:07:50.659200,13.02,405.93,34.79,31.29,80.39,Charging,Normal,-0.4859
OVN-EV-001,2026-03-25 09:07:51.215054,23.41,381.54,34.66,31.79,35.71,Charging,Normal,-0.5035
OVN-EV-003,2026-03-25 09:07:53.657652,14.7,382.51,33.61,39.75,38.53,Charging,Normal,-0.4498
OVN-EV-002,2026-03-25 09:07:53.658859,24.72,387.41,34.06,42.93,84.09,Charging,Normal,-0.511
OVN-EV-001,2026-03-25 09:07:54.226216,24.79,384.89,33.4,44.57,83.42,Charging,Normal,-0.5258
OVN-EV-003,2026-03-25 09:07:56.675468,10.12,386.88,32.76,44.75,42.54,Charging,Normal,-0.5283
OVN-EV-002,2026-03-25 09:07:56.675468,15.82,415.01,33.61,43.07,58.93,Charging,Normal,-0.4476
OVN-EV-001,2026-03-25 09:07:57.234549,24.26,394.6,30.62,37.53,60.56,Charging,Normal,-0.4711
OVN-EV-003,2026-03-25 09:07:59.677019,11.88,401.0,30.97,31.23,68.69,Charging,Normal,-0.4676
OVN-EV-002,2026-03-25 09:07:59.677384,22.24,383.22,34.77,34.91,44.73,Charging,Normal,-0.4855
OVN-EV-001,2026-03-25 09:08:00.261629,16.15,394.63,31.06,42.87,27.36,Charging,Normal,-0.4663
OVN-EV-002,2026-03-25 09:08:02.683855,19.53,418.72,28.14,34.18,41.48,Charging,Normal,-0.5063
OVN-EV-003,2026-03-25 09:08:02.683855,23.54,398.89,35.39,43.97,53.57,Charging,Normal,-0.4877
OVN-EV-001,2026-03-25 09:08:03.286505,11.18,415.68,31.36,35.08,57.49,Charging,Normal,-0.4751
OVN-EV-002,2026-03-25 09:08:05.694503,16.92,383.66,34.94,38.97,20.94,Charging,Normal,-0.5049
OVN-EV-003,2026-03-25 09:08:05.694503,14.3,390.81,33.33,39.69,89.61,Charging,Normal,-0.4722
OVN-EV-001,2026-03-25 09:08:06.294114,22.07,413.97,33.66,32.54,89.16,Charging,Normal,-0.506
OVN-EV-002,2026-03-25 09:08:08.692050,20.3,411.17,34.2,37.74,29.19,Charging,Normal,-0.4693
OVN-EV-003,2026-03-25 09:08:08.716019,14.02,384.68,30.82,44.13,51.13,Charging,Normal,-0.4529
OVN-EV-001,2026-03-25 09:08:09.305701,11.91,399.04,33.57,34.03,50.28,Charging,Normal,-0.4406
OVN-EV-002,2026-03-25 09:08:11.700250,10.61,394.38,29.86,31.66,77.93,Charging,Normal,-0.4963
OVN-EV-003,2026-03-25 09:08:11.725886,22.6,407.63,32.97,41.62,90.99,Charging,Normal,-0.4929
OVN-EV-001,2026-03-25 09:08:12.312063,24.5,402.24,31.28,39.79,64.78,Charging,Normal,-0.4745
OVN-EV-002,2026-03-25 09:08:14.714728,12.05,390.44,31.84,30.68,86.41,Charging,Normal,-0.5076
OVN-EV-003,2026-03-25 09:08:14.716746,15.48,380.96,34.13,37.91,24.08,Charging,Normal,-0.4878
OVN-EV-001,2026-03-25 09:08:15.317841,10.16,390.49,31.63,31.7,77.4,Charging,Normal,-0.5337
OVN-EV-002,2026-03-25 09:08:17.734350,20.73,404.88,33.05,31.18,82.56,Charging,Normal,-0.4824
OVN-EV-003,2026-03-25 09:08:17.734350,22.78,405.92,30.91,42.67,58.65,Charging,Normal,-0.4438
OVN-EV-001,2026-03-25 09:08:18.312350,15.17,410.6,35.86,30.97,43.6,Charging,Normal,-0.5008
OVN-EV-002,2026-03-25 09:08:20.745369,21.4,402.02,34.82,40.69,78.35,Charging,Normal,-0.4669
OVN-EV-003,2026-03-25 09:08:20.745369,11.32,401.79,28.38,37.45,82.8,Charging,Normal,-0.4769
OVN-EV-001,2026-03-25 09:08:21.313528,17.64,407.97,33.48,34.87,35.77,Charging,Normal,-0.4459
OVN-EV-003,2026-03-25 09:08:23.763626,14.15,402.41,31.78,43.47,72.97,Charging,Normal,-0.4261
OVN-EV-002,2026-03-25 09:08:23.763626,11.39,385.21,33.62,44.26,82.41,Charging,Normal,-0.5043
OVN-EV-001,2026-03-25 09:08:24.316829,16.81,399.54,31.17,35.21,85.15,Charging,Normal,-0.4499
OVN-EV-003,2026-03-25 09:08:26.769912,22.61,411.23,34.59,35.92,76.47,Charging,Normal,-0.4683
OVN-EV-002,2026-03-25 09:08:26.770440,12.56,387.43,30.27,31.53,25.34,Charging,Normal,-0.497
OVN-EV-001,2026-03-25 09:08:27.332844,23.44,386.02,35.08,35.26,33.84,Charging,Normal,-0.4961
OVN-EV-003,2026-03-25 09:08:29.782074,18.07,412.41,29.87,41.84,69.43,Charging,Normal,-0.4293
OVN-EV-002,2026-03-25 09:08:29.782074,12.43,410.62,28.81,43.48,22.11,Charging,Normal,-0.5016
OVN-EV-001,2026-03-25 09:08:30.334905,14.52,405.14,31.76,41.54,66.13,Charging,Normal,-0.42
OVN-EV-003,2026-03-25 09:08:32.792172,14.82,416.05,28.72,31.48,92.7,Charging,Normal,-0.5282
OVN-EV-002,2026-03-25 09:08:32.792172,17.73,415.53,29.14,30.91,61.56,Charging,Normal,-0.4762
OVN-EV-001,2026-03-25 09:08:33.326612,12.85,401.87,28.29,32.62,92.1,Charging,Normal,-0.5168
OVN-EV-003,2026-03-25 09:08:35.806469,13.34,482.67,94.75,80.77,56.69,ANOMALY,ANOMALY,-0.6629
OVN-EV-002,2026-03-25 09:08:35.806469,19.77,403.63,35.83,36.02,56.93,Charging,Normal,-0.4749
OVN-EV-001,2026-03-25 09:08:36.334895,20.94,405.77,35.26,32.27,56.68,Charging,Normal,-0.4791
OVN-EV-003,2026-03-25 09:08:38.824678,11.13,384.1,34.05,40.17,40.45,Charging,Normal,-0.4886
OVN-EV-002,2026-03-25 09:08:38.824678,20.54,452.17,96.1,73.22,90.42,ANOMALY,ANOMALY,-0.6717
OVN-EV-001,2026-03-25 09:08:39.329639,20.35,406.59,31.42,42.12,43.07,Charging,Normal,-0.442
OVN-EV-003,2026-03-25 09:08:41.842543,21.85,389.54,29.33,39.92,74.75,Charging,Normal,-0.4571
OVN-EV-002,2026-03-25 09:08:41.842543,24.79,400.58,34.39,44.37,34.99,Charging,Normal,-0.5004
OVN-EV-001,2026-03-25 09:08:42.337012,13.62,411.78,34.21,37.28,36.12,Charging,Normal,-0.4469
OVN-EV-002,2026-03-25 09:08:44.856465,21.1,392.53,35.53,38.33,33.24,Charging,Normal,-0.4819
OVN-EV-003,2026-03-25 09:08:44.856465,22.95,415.86,35.64,37.5,46.19,Charging,Normal,-0.4947
OVN-EV-001,2026-03-25 09:08:45.339018,24.82,417.34,34.59,30.01,60.82,Charging,Normal,-0.5428
OVN-EV-002,2026-03-25 09:08:47.884505,19.86,493.5,86.37,79.84,27.1,ANOMALY,ANOMALY,-0.6819
OVN-EV-003,2026-03-25 09:08:47.885842,18.64,397.87,34.12,34.93,59.8,Charging,Normal,-0.4335
OVN-EV-001,2026-03-25 09:08:48.355728,20.48,487.51,98.9,84.93,84.41,ANOMALY,ANOMALY,-0.6914
OVN-EV-002,2026-03-25 09:08:50.893945,21.7,406.43,30.83,30.86,21.98,Charging,Normal,-0.5045
OVN-EV-003,2026-03-25 09:08:50.893945,24.02,386.21,30.85,43.14,48.79,Charging,Normal,-0.4717
OVN-EV-001,2026-03-25 09:08:51.376054,13.07,400.85,30.81,38.34,81.03,Charging,Normal,-0.4481
OVN-EV-002,2026-03-25 09:08:53.906967,16.57,411.8,34.22,33.21,43.55,Charging,Normal,-0.4617
OVN-EV-003,2026-03-25 09:08:53.908355,10.1,381.6,29.9,34.23,49.66,Charging,Normal,-0.519
OVN-EV-001,2026-03-25 09:08:54.391055,13.31,409.7,28.55,39.6,26.95,Charging,Normal,-0.481
OVN-EV-002,2026-03-25 09:08:56.909556,19.64,397.3,34.7,30.42,70.11,Charging,Normal,-0.4894
OVN-EV-003,2026-03-25 09:08:56.910492,12.78,387.55,30.08,35.76,90.78,Charging,Normal,-0.4976
OVN-EV-001,2026-03-25 09:08:57.404760,21.47,390.68,28.46,36.39,79.49,Charging,Normal,-0.4696
OVN-EV-002,2026-03-25 09:08:59.906885,13.17,386.12,31.79,38.03,90.77,Charging,Normal,-0.4845
OVN-EV-003,2026-03-25 09:08:59.906885,13.37,388.46,30.21,33.18,71.07,Charging,Normal,-0.4681
OVN-EV-001,2026-03-25 09:09:00.420180,18.42,407.77,31.9,42.23,37.63,Charging,Normal,-0.4435
OVN-EV-003,2026-03-25 09:09:02.907135,22.15,393.45,28.76,30.15,24.7,Charging,Normal,-0.5371
OVN-EV-002,2026-03-25 09:09:02.908681,24.66,389.88,33.71,35.65,94.43,Charging,Normal,-0.5263
OVN-EV-001,2026-03-25 09:09:03.432956,10.36,381.03,31.97,40.16,91.91,Charging,Normal,-0.5405
OVN-EV-003,2026-03-25 09:09:05.905464,19.19,380.94,29.43,39.12,28.01,Charging,Normal,-0.4882
OVN-EV-002,2026-03-25 09:09:05.906852,20.13,415.97,31.51,33.02,45.32,Charging,Normal,-0.4585
OVN-EV-001,2026-03-25 09:09:06.444092,13.98,390.25,30.59,37.06,53.71,Charging,Normal,-0.4429
OVN-EV-003,2026-03-25 09:09:08.916101,20.04,404.19,34.02,32.17,24.48,Charging,Normal,-0.4822
OVN-EV-002,2026-03-25 09:09:08.916101,24.71,387.24,29.06,34.65,58.13,Charging,Normal,-0.4961
OVN-EV-001,2026-03-25 09:09:09.446352,10.94,414.73,32.3,33.66,64.06,Charging,Normal,-0.4816
OVN-EV-003,2026-03-25 09:09:11.941626,21.64,406.59,30.77,34.89,26.02,Charging,Normal,-0.4629
OVN-EV-002,2026-03-25 09:09:11.941626,18.03,401.7,28.8,36.55,84.02,Charging,Normal,-0.445
OVN-EV-001,2026-03-25 09:09:12.454803,15.26,406.52,35.63,42.51,88.5,Charging,Normal,-0.4877
OVN-EV-003,2026-03-25 09:09:14.939441,21.58,393.35,32.46,35.07,34.86,Charging,Normal,-0.4504
OVN-EV-002,2026-03-25 09:09:14.939441,16.55,387.05,35.7,30.0,71.05,Charging,Normal,-0.5199
OVN-EV-001,2026-03-25 09:09:15.460207,22.89,410.94,29.97,37.98,41.38,Charging,Normal,-0.4556
OVN-EV-003,2026-03-25 09:09:17.945838,18.93,416.51,35.0,30.68,86.54,Charging,Normal,-0.5183
OVN-EV-002,2026-03-25 09:09:17.945838,10.18,384.53,31.32,37.77,87.93,Charging,Normal,-0.5116
OVN-EV-001,2026-03-25 09:09:18.458139,12.62,399.73,30.2,42.09,75.67,Charging,Normal,-0.4548
OVN-EV-003,2026-03-25 09:09:20.945183,22.07,392.16,31.41,30.71,67.71,Charging,Normal,-0.4852
OVN-EV-002,2026-03-25 09:09:20.945183,23.69,402.98,28.77,30.59,72.43,Charging,Normal,-0.4995
OVN-EV-001,2026-03-25 09:09:21.469868,24.7,380.86,30.2,40.49,86.81,Charging,Normal,-0.5179
OVN-EV-002,2026-03-25 09:09:23.936460,20.99,394.97,30.84,44.09,26.88,Charging,Normal,-0.4785
OVN-EV-003,2026-03-25 09:09:23.936460,20.9,415.2,28.51,34.21,56.62,Charging,Normal,-0.4738
OVN-EV-001,2026-03-25 09:09:24.472708,12.18,451.74,90.09,74.45,75.08,ANOMALY,ANOMALY,-0.6599
OVN-EV-002,2026-03-25 09:09:26.934952,21.51,380.84,32.83,31.81,48.95,Charging,Normal,-0.4875
OVN-EV-003,2026-03-25 09:09:26.934952,17.25,409.69,31.31,32.1,41.38,Charging,Normal,-0.4436
OVN-EV-001,2026-03-25 09:09:27.470960,21.47,417.03,30.54,43.32,78.96,Charging,Normal,-0.4726
OVN-EV-002,2026-03-25 09:09:29.952596,19.73,406.46,32.08,35.37,63.55,Charging,Normal,-0.434
OVN-EV-003,2026-03-25 09:09:29.952596,15.68,408.06,34.24,34.45,55.0,Charging,Normal,-0.4346
OVN-EV-001,2026-03-25 09:09:30.474536,11.99,411.28,29.9,31.34,36.11,Charging,Normal,-0.4827
OVN-EV-002,2026-03-25 09:09:32.962795,18.28,408.36,30.88,30.65,42.17,Charging,Normal,-0.4597
OVN-EV-003,2026-03-25 09:09:32.964451,11.2,413.99,33.6,40.76,78.2,Charging,Normal,-0.481
OVN-EV-001,2026-03-25 09:09:33.475895,15.98,388.6,33.26,30.12,35.72,Charging,Normal,-0.4891
OVN-EV-002,2026-03-25 09:09:35.979344,20.15,412.91,28.89,33.55,58.2,Charging,Normal,-0.4703
OVN-EV-003,2026-03-25 09:09:35.979344,18.84,418.14,33.01,43.23,72.33,Charging,Normal,-0.4742
OVN-EV-001,2026-03-25 09:09:36.469581,19.92,400.86,34.04,38.34,94.68,Charging,Normal,-0.4834
OVN-EV-002,2026-03-25 09:09:38.997814,24.86,395.21,31.53,31.9,25.73,Charging,Normal,-0.524
OVN-EV-003,2026-03-25 09:09:39.001834,22.77,394.23,30.36,43.71,49.92,Charging,Normal,-0.4662
OVN-EV-001,2026-03-25 09:09:39.476853,18.73,390.07,29.37,33.78,68.25,Charging,Normal,-0.4507
OVN-EV-002,2026-03-25 09:09:42.023663,14.52,396.96,31.99,35.23,64.0,Charging,Normal,-0.4237
OVN-EV-003,2026-03-25 09:09:42.023663,21.41,396.64,33.82,44.29,72.16,Charging,Normal,-0.4664
OVN-EV-001,2026-03-25 09:09:42.470056,22.91,416.85,30.2,35.27,20.61,Charging,Normal,-0.5086
OVN-EV-002,2026-03-25 09:09:45.018566,12.36,387.38,30.99,40.31,86.42,Charging,Normal,-0.468
OVN-EV-003,2026-03-25 09:09:45.042575,22.93,389.23,32.39,39.49,93.24,Charging,Normal,-0.497
